,day,hour,zone,host,IP,request,status,ret_size,browser
799,23/Feb/2014,03:29:43,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Fergus_CANAD%C3%81 HTTP/1.1,200,7643,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
800,23/Feb/2014,03:29:45,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-San%20Miguel_CHILE HTTP/1.1,200,7646,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
801,23/Feb/2014,03:29:46,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Wieringerwerf_HOLANDA-con-4-estrellas HTTP/1.1,200,8814,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
802,23/Feb/2014,03:29:48,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Rio%20Verde_BRASIL HTTP/1.1,200,8239,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
803,23/Feb/2014,03:29:50,+01,www.akumenius.com,66.249.76.216,GET /escapadas/familiares-cuenca-98.html HTTP/1.1,200,9258,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
804,23/Feb/2014,03:29:52,+01,www.akumenius.com,66.249.76.216,GET /escapadas/culturales-huesca-169.html HTTP/1.1,200,11496,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
805,23/Feb/2014,03:29:53,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Porto%20Alto_PORTUGAL-con-2-estrellas HTTP/1.1,200,8813,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
806,23/Feb/2014,03:29:55,+01,www.akumenius.com,66.249.76.216,GET /escapadas/puentes-albacete-778.html HTTP/1.1,200,9297,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
807,23/Feb/2014,03:29:57,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Orchid-Hotel-en-Bournemouth-184989b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
808,23/Feb/2014,03:29:59,+01,www.akumenius.com,66.249.76.216,GET /escapadas/aventura-asturias-354.html HTTP/1.1,200,10189,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
809,23/Feb/2014,03:30:01,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Prenton_REINO%20UNIDO-con-3-estrellas HTTP/1.1,200,8813,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
810,23/Feb/2014,03:30:02,+01,www.akumenius.com,66.249.76.216,GET /escapadas/gastronomicas-murcia-666.html HTTP/1.1,200,9424,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
811,23/Feb/2014,03:30:04,+01,www.akumenius.com,66.249.76.216,GET /escapadas/puentes-madrid-983.html HTTP/1.1,200,9412,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
812,23/Feb/2014,03:30:06,+01,www.akumenius.com,66.249.76.216,GET /escapadas/aventura-tarragona-244.html HTTP/1.1,200,9382,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
813,23/Feb/2014,03:30:08,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Libreville_GAB%C3%93N-con-5-estrellas HTTP/1.1,200,8814,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
814,23/Feb/2014,03:30:09,+01,www.akumenius.com,66.249.76.216,GET /escapadas/golf-asturias-710.html HTTP/1.1,200,9345,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
815,23/Feb/2014,03:30:11,+01,www.akumenius.com,66.249.76.216,GET /escapadas/gastronomicas-caceres-46.html HTTP/1.1,200,9298,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
816,23/Feb/2014,03:30:14,+01,www.akumenius.com,66.249.76.216,GET /escapadas/enologicas-cantabria-315.html HTTP/1.1,200,9296,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
817,23/Feb/2014,03:30:15,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Malvern_REINO%20UNIDO-con-5-estrellas HTTP/1.1,200,8815,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
818,23/Feb/2014,03:30:16,+01,www.akumenius.com,66.249.76.216,GET /escapadas/gastronomicas-tarragona-246.html HTTP/1.1,200,9395,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
819,23/Feb/2014,03:30:16,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Atenas_GRECIA-con-Ba%C3%B1o-completo HTTP/1.1,200,9635,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
820,23/Feb/2014,03:30:18,+01,www.akumenius.com,66.249.76.216,GET /escapadas/ocio-barcelona-7.html HTTP/1.1,200,11314,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
821,23/Feb/2014,03:30:20,+01,www.akumenius.com,66.249.76.216,GET /destinosCaracteristicas/hoteles-baratos-en-Ottawa_CANADA-con-Miniclub HTTP/1.1,200,8887,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
822,23/Feb/2014,03:30:21,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Tolosa_ESPA%C3%91A HTTP/1.1,200,9563,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
823,23/Feb/2014,03:30:23,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Langbank_REINO%20UNIDO-con-1-estrella HTTP/1.1,200,8814,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
824,23/Feb/2014,03:30:23,+01,www.akumenius.com,66.249.76.216,GET /escapadas/culturales-baleares-679.html HTTP/1.1,200,9360,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
825,23/Feb/2014,03:30:25,+01,www.akumenius.com,66.249.76.216,GET /escapadas/puentes-madrid-733.html HTTP/1.1,200,9331,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
826,23/Feb/2014,03:30:28,+01,www.akumenius.com,66.249.76.216,GET /escapadas/gastronomicas-navarra-636.html HTTP/1.1,200,9347,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
827,23/Feb/2014,03:30:30,+01,www.akumenius.com,66.249.76.216,GET /escapadas/aventura-barcelona-4.html HTTP/1.1,200,11034,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
828,23/Feb/2014,03:30:30,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Roulette-Costa-Dorada-3*-en-L'Ampolla-172943b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
829,23/Feb/2014,03:30:32,+01,www.akumenius.com,66.249.76.216,GET /escapadas/puentes-ciudad-real-758.html HTTP/1.1,200,9352,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
830,23/Feb/2014,03:30:35,+01,www.akumenius.com,66.249.76.216,GET /escapadas/puentes-huelva-938.html HTTP/1.1,200,9287,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
831,23/Feb/2014,03:30:37,+01,www.akumenius.com,66.249.76.216,GET /escapadas/gastronomicas-la-rioja-256.html HTTP/1.1,200,9327,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
832,23/Feb/2014,03:30:38,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Rixensart_B%C3%89LGICA-con-1-estrella HTTP/1.1,200,8811,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
833,23/Feb/2014,03:30:39,+01,www.akumenius.com,66.249.76.216,GET /escapadas/golf-asturias-360.html HTTP/1.1,200,9264,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
834,23/Feb/2014,03:30:42,+01,www.akumenius.com,66.249.76.216,GET /escapadas/culturales-albacete-109.html HTTP/1.1,200,9295,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
835,23/Feb/2014,03:30:44,+01,www.akumenius.com,66.249.76.216,GET /escapadas/enologicas-andorra-325.html HTTP/1.1,200,9269,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
836,23/Feb/2014,03:30:45,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Wijnegem_B%C3%89LGICA-con-5-estrellas HTTP/1.1,200,8815,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
837,23/Feb/2014,03:30:46,+01,www.akumenius.com,66.249.76.216,GET /escapadas/enologicas-leon-465.html HTTP/1.1,200,9153,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
838,23/Feb/2014,03:30:49,+01,www.akumenius.com,66.249.76.216,GET /escapadas/gastronomicas-ciudad-real-66.html HTTP/1.1,200,9360,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
839,23/Feb/2014,03:30:51,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Art%C3%A0-(Mallorca)_ESPA%C3%91A HTTP/1.1,200,10331,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
840,23/Feb/2014,03:30:52,+01,www.akumenius.com,66.249.76.216,GET /destinos-caracteristicas/hoteles-baratos-en-Zermatt_SUIZA-con-Bolera HTTP/1.1,200,8450,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
841,23/Feb/2014,03:30:54,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Beau-Vallon-(Mah%C3%A9)_SEYCHELLES HTTP/1.1,200,10019,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
842,23/Feb/2014,03:30:56,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Baker-City_ESTADOS%20UNIDOS HTTP/1.1,200,9082,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
843,23/Feb/2014,03:30:58,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Riano_ITALIA HTTP/1.1,200,7638,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
844,23/Feb/2014,03:30:59,+01,www.akumenius.com,180.76.6.130,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Oostende_B%C3%89LGICA-con-WIFI HTTP/1.1,200,7200,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
845,23/Feb/2014,03:31:00,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Talofofo_GUAM%20[USA]-con-2-estrellas HTTP/1.1,200,8814,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
846,23/Feb/2014,03:31:03,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-El-Tollo-Hotel-Restaurante-en-Utiel-151910b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
847,23/Feb/2014,03:30:01,+01,www.akumenius.com,176.31.255.177,GET /hotels-consulted-update HTTP/1.0,200,-,Wget/1.12 (linux-gnu)
848,23/Feb/2014,03:31:05,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Pradha-Villas-Seminyak-en-Seminyak-141463b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
849,23/Feb/2014,03:31:07,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Casa-Ojai-Inn-en-Ojai-115131b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
850,23/Feb/2014,03:31:08,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Irotama-del-Mar-Santa-Marta-en-Santa%20Marta-189019b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
851,23/Feb/2014,03:31:10,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-baratos/ofertas-hotel-Opera-Cadet-en-Arr9:Op%C3%A9ra-St%20Lazare-6093b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
852,23/Feb/2014,03:31:12,+01,www.akumenius.com,66.249.76.216,GET /escapadas/ocio-asturias-357.html HTTP/1.1,200,11122,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
853,23/Feb/2014,03:31:15,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Suites-Santa-Cruz-en-Sevilla-190322b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
854,23/Feb/2014,03:31:15,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Ojai_ESTADOS%20UNIDOS-con-5-estrellas HTTP/1.1,200,8839,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
855,23/Feb/2014,03:31:17,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Canton-Township_ESTADOS%20UNIDOS HTTP/1.1,200,9084,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
856,23/Feb/2014,03:31:19,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Praia-Village-Aparthotel-en-Ilha%20de%20Santiago%20-Praia-161173b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
857,23/Feb/2014,03:31:22,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-HIGHLANDS%20&amp;%20SKYE_REINO%20UNIDO HTTP/1.1,200,7663,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
858,23/Feb/2014,03:31:22,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Vigo-Ploiesti-en-PLOIESTI-4345748t-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
859,23/Feb/2014,03:31:29,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Bell-Gardens_ESTADOS%20UNIDOS HTTP/1.1,200,9463,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
860,23/Feb/2014,03:31:29,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Amari-Don-Muang-Airport-Bangkok-en-Don%20Muang-69637b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
861,23/Feb/2014,03:31:31,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Nes%20Ziona_ISRAEL HTTP/1.1,200,7645,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
862,23/Feb/2014,03:31:34,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Pictou_CANAD%C3%81 HTTP/1.1,200,7641,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
863,23/Feb/2014,03:31:34,+01,www.akumenius.com,180.76.6.230,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Svolvaer_NORUEGA-con-Acceso-a-Internet HTTP/1.1,200,7224,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
864,23/Feb/2014,03:31:36,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Zorritos_PER%C3%9A HTTP/1.1,200,7646,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
865,23/Feb/2014,03:31:37,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Geringswalde_ALEMANIA-con-4-estrellas HTTP/1.1,200,8815,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
866,23/Feb/2014,03:31:38,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Lesaka_ESPA%C3%91A HTTP/1.1,200,7644,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
867,23/Feb/2014,03:31:41,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Jijona_ESPA%C3%91A HTTP/1.1,200,7644,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
868,23/Feb/2014,03:31:42,+01,www.akumenius.com,180.76.5.156,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Kyoto_JAPON-con-Plancha HTTP/1.1,200,8129,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
869,23/Feb/2014,03:31:43,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Gua%C3%ADba_BRASIL HTTP/1.1,200,7642,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
870,23/Feb/2014,03:31:44,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Saint%20Cloud_FRANCIA-con-2-estrellas HTTP/1.1,200,8815,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
871,23/Feb/2014,03:31:45,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Vanier_CANAD%C3%81 HTTP/1.1,200,7643,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
872,23/Feb/2014,03:31:48,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Jabugo_ESPA%C3%91A HTTP/1.1,200,7643,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
873,23/Feb/2014,03:31:50,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-P%C3%BCssi_ESTONIA HTTP/1.1,200,7643,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
874,23/Feb/2014,03:31:51,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Honselersdijk_HOLANDA-con-5-estrellas HTTP/1.1,200,8815,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
875,23/Feb/2014,03:31:52,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Oliver_CANAD%C3%81 HTTP/1.1,200,7643,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
876,23/Feb/2014,03:31:55,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Deusto_ESPA%C3%91A HTTP/1.1,200,7644,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
877,23/Feb/2014,03:31:56,+01,www.akumenius.com,217.12.28.5,GET /includes/images/uploaded/ofertas-navidad.jpg HTTP/1.1,304,-,Mozilla/4.0 (compatible;)
878,23/Feb/2014,03:31:57,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Isla%20Negra_CHILE HTTP/1.1,200,7644,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
879,23/Feb/2014,03:31:59,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Pefferlaw_CANAD%C3%81-con-5-estrellas HTTP/1.1,200,8814,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
880,23/Feb/2014,03:31:59,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Or%20Yehuda_ISRAEL HTTP/1.1,200,7644,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
881,23/Feb/2014,03:32:02,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Lamont_CANAD%C3%81 HTTP/1.1,200,7642,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
882,23/Feb/2014,03:32:04,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Tielt_B%C3%89LGICA HTTP/1.1,200,7641,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
883,23/Feb/2014,03:32:06,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Montmagny_CANAD%C3%81-con-3-estrellas HTTP/1.1,200,9450,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
884,23/Feb/2014,03:32:06,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-San%20Gil_COLOMBIA HTTP/1.1,200,7645,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
885,23/Feb/2014,03:32:09,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Skan%C3%B6r_SUECIA HTTP/1.1,200,7644,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
886,23/Feb/2014,03:32:11,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Rabade_ESPA%C3%91A HTTP/1.1,200,7631,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
887,23/Feb/2014,03:32:13,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-baratos/ofertas-hotel-Anezi-en-AGADIR-28417t-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
888,23/Feb/2014,03:32:14,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-La%20Reole_FRANCIA HTTP/1.1,200,7642,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
889,23/Feb/2014,03:32:16,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Zemst_B%C3%89LGICA HTTP/1.1,200,7643,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
890,23/Feb/2014,03:32:17,+01,www.akumenius.com,5.10.83.73,GET /destinosEstrelles/hoteles-en-Granada_ESPA%C3%91A-con-3-estrellas HTTP/1.1,200,17740,Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)
891,23/Feb/2014,03:32:18,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Nules_ESPA%C3%91A HTTP/1.1,200,7642,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
892,23/Feb/2014,03:32:21,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Gudar_ESPA%C3%91A HTTP/1.1,200,7654,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
893,23/Feb/2014,03:32:21,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Kirchlengern_ALEMANIA-con-5-estrellas HTTP/1.1,200,8817,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
894,23/Feb/2014,03:32:22,+01,www.akumenius.com,5.10.83.46,GET /hoteles-baratos/ofertas-hotel-Thb-Bahia-en-SAN%20ANTONIO%20DE%20PORTMANY%20(IBIZA)-2672740t-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)
895,23/Feb/2014,03:32:23,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Burton-On-Trent_REINO%20UNIDO HTTP/1.1,200,9840,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
896,23/Feb/2014,03:32:25,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Castle-Rock_ESTADOS%20UNIDOS HTTP/1.1,200,9503,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
897,23/Feb/2014,03:32:28,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Cotonou_BEN%C3%8DN HTTP/1.1,200,9263,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
898,23/Feb/2014,03:32:28,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Gran-hotel-Marmolejo-en-Marmolejo-5471b-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
899,23/Feb/2014,03:32:35,+01,www.akumenius.com,66.249.76.216,GET /hoteles-baratos/ofertas-hotel-Gran-Hotel-De-Marmolejo-en-MARMOLEJO-14340t-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
900,23/Feb/2014,03:32:37,+01,www.akumenius.com,180.76.5.201,GET /destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-West-Coast_NUEVA%20ZELANDA-con-Comedor HTTP/1.1,200,8192,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
901,23/Feb/2014,03:32:37,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Mons_B%C3%89LGICA HTTP/1.1,200,9303,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
902,23/Feb/2014,03:32:39,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Mogro_ESPA%C3%91A HTTP/1.1,200,9903,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
903,23/Feb/2014,03:32:42,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Fresnillo_M%C3%89XICO-con-4-estrellas HTTP/1.1,200,8813,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
904,23/Feb/2014,03:32:42,+01,www.akumenius.com,5.10.83.88,GET /hoteles-baratos/ofertas-hotel-Magnolia-(-Only-Adults-Over-+18)-en-SALOU-32965t-destinos.html HTTP/1.1,404,3100,Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)
905,23/Feb/2014,03:32:50,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/destinosEstrelles/hoteles-en-Hassmersheim_ALEMANIA-con-2-estrellas HTTP/1.1,200,8816,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
906,23/Feb/2014,03:32:51,+01,www.akumenius.com,66.249.76.216,GET /destinos-baratos/hoteles-en-Saint-Jean_FRANCIA HTTP/1.1,200,7644,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
